Date,Open,High,Low,Close,Adj Close,Volume
2025-10-03,308.510009765625,311.6600036621094,308.2099914550781,310.0299987792969,308.5299987792969,6029900
2025-10-06,310.17999267578125,311.75,305.1300048828125,309.17999267578125,309.17999267578125,7214500
2025-10-07,309.3500061035156,310.010009765625,304.70001220703125,307.69000244140625,307.69000244140625,8454200
2025-10-08,308.2099914550781,308.7799987792969,303.54998779296875,304.0299987792969,304.0299987792969,6489900
2025-10-09,305.04998779296875,308.0400085449219,303.3900146484375,305.5299987792969,305.5299987792969,7057800
